phenotype,code,term,name,comment
Hodgkin_Lymphoma,45572000,SNOMED,"[M]Hodgkin,s disease, nodular sclerosis, lymphocytic predominance",
Hodgkin_Lymphoma,45572000,SNOMED,"Hodgkin lymphoma, nodular sclerosis, grade 1",
Hodgkin_Lymphoma,52248008,SNOMED,"Hodgkin lymphoma, nodular sclerosis",
Hodgkin_Lymphoma,70600005,SNOMED,"[M]Hodgkin,s disease, lymphocytic predominance, nodular",
Hodgkin_Lymphoma,74189002,SNOMED,[M]Hodgkin's granuloma,
Hodgkin_Lymphoma,93493001,SNOMED,Hodgkin's paragranuloma of intra-abdominal lymph nodes,
Hodgkin_Lymphoma,93493001,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of intra-abdominal lymph nodes",
Hodgkin_Lymphoma,93494007,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrapelvic lymph nodes",
Hodgkin_Lymphoma,93495008,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of intrathoracic lymph nodes",
Hodgkin_Lymphoma,93500006,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of spleen",
Hodgkin_Lymphoma,93518009,SNOMED,"Hodgkin's disease, nodular sclerosis of spleen",
Hodgkin_Lymphoma,93520007,SNOMED,Hodgkin's disease of intra-abdominal lymph nodes,
Hodgkin_Lymphoma,93522004,SNOMED,Hodgkin's disease of intrathoracic lymph nodes,
Hodgkin_Lymphoma,93523009,SNOMED,Hodgkin's disease of lymph nodes of axilla AND/OR upper limb,
Hodgkin_Lymphoma,93524003,SNOMED,"Hodgkin's disease of lymph nodes of head, face AND/OR neck",
Hodgkin_Lymphoma,93525002,SNOMED,Hodgkin's disease of lymph nodes of inguinal region AND/OR lower limb,
Hodgkin_Lymphoma,93526001,SNOMED,Hodgkin's disease of lymph nodes of multiple sites,
Hodgkin_Lymphoma,93527005,SNOMED,Hodgkin's disease of spleen,
Hodgkin_Lymphoma,93542008,SNOMED,"Hodgkin's paragranuloma of lymph nodes of head, face, and neck",
Hodgkin_Lymphoma,118599009,SNOMED,Hodgkin's disease,
Hodgkin_Lymphoma,118599009,SNOMED,Hodgkin lymphoma,
Hodgkin_Lymphoma,118599009,SNOMED,Other classical Hodgkin lymphoma,
Hodgkin_Lymphoma,118599009,SNOMED,Hodgkin's disease NOS,
Hodgkin_Lymphoma,118599009,SNOMED,Hodgkin's disease (clinical),
Hodgkin_Lymphoma,118599009,SNOMED,"Hodgkin's disease NOS, unspecified site",
Hodgkin_Lymphoma,118599009,SNOMED,Hodgkin's disease NOS,
Hodgkin_Lymphoma,118599009,SNOMED,[X]Other Hodgkin's disease,
Hodgkin_Lymphoma,118602004,SNOMED,Hodgkin's granuloma,
Hodgkin_Lymphoma,118605002,SNOMED,"Hodgkin lymphoma, nodular lymphocyte predominance (clinical)",
Hodgkin_Lymphoma,118605002,SNOMED,"Hodgkin lymphoma, nodular lymphocyte predominance (clinical)",
Hodgkin_Lymphoma,118606001,SNOMED,Hodgkin's sarcoma,
Hodgkin_Lymphoma,118607005,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance",
Hodgkin_Lymphoma,118607005,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance (clinical)",
Hodgkin_Lymphoma,118607005,SNOMED,"Hodgkin's, lymphocytic-histiocytic predominance NOS",
Hodgkin_Lymphoma,118607005,SNOMED,Lymphocyte-rich classical Hodgkin lymphoma,
Hodgkin_Lymphoma,118608000,SNOMED,"Hodgkin's disease, nodular sclerosis",
Hodgkin_Lymphoma,118608000,SNOMED,"Hodgkin's disease, nodular sclerosis of unspecified site",
Hodgkin_Lymphoma,118608000,SNOMED,"Hodgkin's disease, nodular sclerosis NOS",
Hodgkin_Lymphoma,118608000,SNOMED,Nodular sclerosis classical Hodgkin lymphoma,
Hodgkin_Lymphoma,118609008,SNOMED,"Hodgkin's disease, mixed cellularity",
Hodgkin_Lymphoma,118609008,SNOMED,"Hodgkin's disease, mixed cellularity of unspecified site",
Hodgkin_Lymphoma,118609008,SNOMED,"Hodgkin's disease, mixed cellularity NOS",
Hodgkin_Lymphoma,118609008,SNOMED,Mixed cellularity classical Hodgkin lymphoma,
Hodgkin_Lymphoma,118610003,SNOMED,"Hodgkin's disease, lymphocytic depletion",
Hodgkin_Lymphoma,118610003,SNOMED,Hodgkin's lymphocytic depletion of unspecified site,
Hodgkin_Lymphoma,118610003,SNOMED,"Hodgkin's disease, lymphocytic depletion NOS",
Hodgkin_Lymphoma,128799007,SNOMED,"[M]Hodgkin's disease, lymphocytic predominance",
Hodgkin_Lymphoma,128799007,SNOMED,"Hodgkin lymphoma, lymphocyte-rich",
Hodgkin_Lymphoma,128930002,SNOMED,[M]Hodgkin's disease NOS,
Hodgkin_Lymphoma,128930002,SNOMED,[M]Hodgkin's disease NOS,
Hodgkin_Lymphoma,188534006,SNOMED,"Hodgkin's granuloma of lymph nodes of head, face and neck",
Hodgkin_Lymphoma,188547001,SNOMED,Hodgkin's sarcoma of lymph nodes of axilla and upper limb,
Hodgkin_Lymphoma,188554007,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of head, face and neck",
Hodgkin_Lymphoma,188559002,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of inguinal region and lower limb",
Hodgkin_Lymphoma,188562004,SNOMED,"Hodgkin's disease, lymphocytic-histiocytic predominance of lymph nodes of multiple sites",
Hodgkin_Lymphoma,188565002,SNOMED,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face and neck",
Hodgkin_Lymphoma,188566001,SNOMED,"Hodgkin's disease, nodular sclerosis of intrathoracic lymph nodes",
Hodgkin_Lymphoma,188567005,SNOMED,"Hodgkin's disease, nodular sclerosis of intra-abdominal lymph nodes",
Hodgkin_Lymphoma,188568000,SNOMED,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla and upper limb",
Hodgkin_Lymphoma,188572001,SNOMED,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",
Hodgkin_Lymphoma,188575004,SNOMED,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck",
Hodgkin_Lymphoma,188576003,SNOMED,"Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes",
Hodgkin_Lymphoma,188579005,SNOMED,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb",
Hodgkin_Lymphoma,188589009,SNOMED,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb",
Hodgkin_Lymphoma,188590000,SNOMED,"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb",
Hodgkin_Lymphoma,188592008,SNOMED,"Hodgkin's disease, lymphocytic depletion of spleen",
Hodgkin_Lymphoma,188593003,SNOMED,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites",
Hodgkin_Lymphoma,266987004,SNOMED,[V]Personal history of Hodgkin's disease,
Hyperparathyroidism,E210,ICD10,Primary hyperparathyroidism,
Hyperparathyroidism,E210,ICD10,Primary hyperparathyroidism,
Hyperparathyroidism,E211,ICD10,Secondary hyperparathyroidism not elsewhere classified,
Hyperparathyroidism,E211,ICD10,"Secondary hyperparathyroidism, not elsewhere classified",
Hyperparathyroidism,E212,ICD10,Other hyperparathyroidism,
Hyperparathyroidism,E212,ICD10,Other hyperparathyroidism,
Hyperparathyroidism,E213,ICD10,Hyperparathyroidism unspecified,
Hyperparathyroidism,E213,ICD10,"Hyperparathyroidism, unspecified",
Hyperparathyroidism,B14,OPCS4,Excision of parathyroid gland,
Hyperparathyroidism,B144,OPCS4,Partial parathyroidectomy NEC,
Hyperparathyroidism,B148,OPCS4,Other specified excision of parathyroid gland,
Hyperparathyroidism,B149,OPCS4,Unspecified excision of parathyroid gland,
Hyperparathyroidism,B169,OPCS4,Unspecified other operations on parathyroid gland,
Hyperparathyroidism,29326002,SNOMED,Ectopic hyperparathyroidism,
Hyperparathyroidism,36348003,SNOMED,Primary hyperparathyroidism,
Hyperparathyroidism,41237009,SNOMED,Subtotal parathyroidectomy,
Hyperparathyroidism,43882005,SNOMED,Parathyroid gland operations,
Hyperparathyroidism,43882005,SNOMED,Other operation on parathyroid gland NOS,
Hyperparathyroidism,53304009,SNOMED,Parathyroidectomy,
Hyperparathyroidism,53304009,SNOMED,Parathyroidectomy NEC,
Hyperparathyroidism,53304009,SNOMED,Other specified excision of parathyroid gland,
Hyperparathyroidism,66999008,SNOMED,Hyperparathyroidism,
Hyperparathyroidism,66999008,SNOMED,[X]Other hyperparathyroidism,
Hyperparathyroidism,78200003,SNOMED,Tertiary hyperparathyroidism,
Hyperparathyroidism,84727000,SNOMED,Osteitis fibrosa cystica,
Hyperparathyroidism,84727000,SNOMED,Von Recklinghausen's bone disease,
Hyperparathyroidism,84727000,SNOMED,Osteitis fibrosa cystica generalisata,
Hyperparathyroidism,84727000,SNOMED,Osteitis fibrosa cystica,
Hyperparathyroidism,84727000,SNOMED,von Recklinghausen's bone disease,
Hyperparathyroidism,91478007,SNOMED,Secondary hyperparathyroidism,
Hyperparathyroidism,171997006,SNOMED,Partial parathyroidectomy + parathyroid tissue transposition,
Hyperparathyroidism,203471008,SNOMED,Brown tumour of hyperparathyroidism,
Hyperplasia_of_prostate,N40,ICD10,Hyperplasia of prostate,
Hyperplasia_of_prostate,N40X,ICD10,Hyperplasia of prostate,
Hyperplasia_of_prostate,11441004,SNOMED,Prostatism,
Hyperplasia_of_prostate,11441004,SNOMED,Prostatism,
Hyperplasia_of_prostate,161555006,SNOMED,H/O: prostatism,
Hyperplasia_of_prostate,197959008,SNOMED,Prostatic hyperplasia of the lateral lobe,
Hyperplasia_of_prostate,197960003,SNOMED,Prostatic hyperplasia of the medial lobe,
Hyperplasia_of_prostate,266569009,SNOMED,Benign prostatic hypertrophy,
Hyperplasia_of_prostate,266569009,SNOMED,Benign prostatic hyperplasia,
Hyperplasia_of_prostate,266569009,SNOMED,BPH - Benign prostatic hypertrophy,
Hyperplasia_of_prostate,433234005,SNOMED,Hyperplasia of prostate,
Hyperplasia_of_prostate,433234005,SNOMED,Prostatic hyperplasia NOS,
Hyperprolactinaemia_and_prolactinoma,E221,ICD10,Hyperprolactinaemia,
Hyperprolactinaemia_and_prolactinoma,34337008,SNOMED,[M] Prolactinoma,
Hyperprolactinaemia_and_prolactinoma,131008004,SNOMED,Increased prolactin level,
Hyperprolactinaemia_and_prolactinoma,237662005,SNOMED,Hyperprolactinaemia,
Hypertension,E260,ICD10,Primary hyperaldosteronism,
Hypertension,E269,ICD10,"Hyperaldosteronism, unspecified",
Hypertension,I10,ICD10,Essential (primary) hypertension,
Hypertension,I10X,ICD10,Essential (primary) hypertension,
Hypertension,I11,ICD10,Hypertensive heart disease,
Hypertension,I119,ICD10,Hypertensive heart disease without (congestive) heart failure,
Hypertension,I11X,ICD10,Hypertensive heart disease,
Hypertension,I12,ICD10,Hypertensive renal disease,
Hypertension,I120,ICD10,Hypertensive renal disease with renal failure,
Hypertension,I129,ICD10,Hypertensive renal disease without renal failure,
Hypertension,I12X,ICD10,Hypertensive renal disease,
Hypertension,I13,ICD10,Hypertensive heart and renal disease,
Hypertension,I131,ICD10,Hypertensive heart and renal disease with renal failure,
Hypertension,I132,ICD10,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,
Hypertension,I139,ICD10,"Hypertensive heart and renal disease, unspecified",
Hypertension,I13X,ICD10,Hypertensive heart and renal disease,
Hypertension,I15,ICD10,Secondary hypertension,
Hypertension,I150,ICD10,Renovascular hypertension,
Hypertension,I151,ICD10,Hypertension secondary to other renal disorders,
Hypertension,I152,ICD10,Hypertension secondary to endocrine disorders,
Hypertension,I158,ICD10,Other secondary hypertension,
Hypertension,I159,ICD10,"Secondary hypertension, unspecified",
Hypertension,I15X,ICD10,Secondary hypertension,
Hypertension,I674,ICD10,Hypertensive encephalopathy,
Hypertension,O102,ICD10,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",
Hypertension,O103,ICD10,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",
Hypertension,O109,ICD10,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",
Hypertension,O11,ICD10,Pre-eclampsia superimposed on chronic hypertension,
Hypertension,O11X,ICD10,Pre-eclampsia superimposed on chronic hypertension,
Hypertension,X82,OPCS4,High cost hypertension drugs,
Hypertension,193003,SNOMED,Benign hypertensive renal disease,
Hypertension,264008,SNOMED,Blind hypertensive eye,
Hypertension,1201005,SNOMED,Benign essential hypertension,
Hypertension,6962006,SNOMED,Hypertensive retinopathy,
Hypertension,24184005,SNOMED,Elevated blood pressure,
Hypertension,31992008,SNOMED,Secondary hypertension,
Hypertension,31992008,SNOMED,Secondary hypertension NOS,
Hypertension,31992008,SNOMED,Secondary hypertension NOS,
Hypertension,31992008,SNOMED,[X]Other secondary hypertension,
Hypertension,31992008,SNOMED,[X]Hypertension secondary to other renal disorders,
Hypertension,36221001,SNOMED,Benign hypertensive heart disease,
Hypertension,36315003,SNOMED,Malignant hypertensive heart disease without congestive heart failure,
Hypertension,38341003,SNOMED,Hypertensive disease,
Hypertension,38341003,SNOMED,BP - hypertensive disease,
Hypertension,38341003,SNOMED,Hypertension,
Hypertension,38341003,SNOMED,Other specified hypertensive disease,
Hypertension,38341003,SNOMED,Hypertensive disorder,
Hypertension,38341003,SNOMED,[X]Hypertensive diseases,
Hypertension,38481006,SNOMED,Hypertensive renal disease,
Hypertension,38481006,SNOMED,Hypertensive renal disease NOS,
Hypertension,38481006,SNOMED,Renal hypertension,
Hypertension,48146000,SNOMED,Diastolic hypertension,
Hypertension,49220004,SNOMED,Hypertensive renal disease with renal failure,
Hypertension,50490005,SNOMED,Hypertensive encephalopathy,
Hypertension,50490005,SNOMED,Hypertensive crisis,
Hypertension,54225002,SNOMED,Malignant hypertensive heart disease,
Hypertension,56218007,SNOMED,Systolic hypertension,
Hypertension,59621000,SNOMED,Essential hypertension,
Hypertension,59621000,SNOMED,Essential hypertension NOS,
Hypertension,64715009,SNOMED,Hypertensive heart disease,
Hypertension,64715009,SNOMED,Hypertensive heart disease NOS,
Hypertension,64715009,SNOMED,Hypertensive heart disease NOS without CCF,
Hypertension,64715009,SNOMED,Hypertensive heart disease NOS with CCF,
Hypertension,64715009,SNOMED,Hypertensive heart disease NOS,
Hypertension,65443008,SNOMED,Malignant hypertensive renal disease,
Hypertension,66052004,SNOMED,Benign hypertensive heart AND renal disease,
Hypertension,66610008,SNOMED,Malignant hypertensive heart AND renal disease,
Hypertension,73410007,SNOMED,Secondary benign renovascular hypertension,
Hypertension,77970009,SNOMED,Benign hypertensive heart disease without CCF,
Hypertension,78975002,SNOMED,Malignant essential hypertension,
Hypertension,83105008,SNOMED,Malignant hypertensive heart disease with congestive cardiac failure,
Hypertension,86041002,SNOMED,Other pre-existing hypertension in preg/childbirth/puerp,
Hypertension,86041002,SNOMED,Other pre-existing hypertension in preg/childb/puerp unspec,
Hypertension,86041002,SNOMED,Other pre-existing hypertension in preg/childb/puerp - deliv,
Hypertension,86041002,SNOMED,Other pre-exist hypertension in preg/childb/puerp-not deliv,
Hypertension,86041002,SNOMED,Other pre-existing hypertension in preg/childb/puerp NOS,
Hypertension,86234004,SNOMED,Hypertensive heart AND renal disease,
Hypertension,86234004,SNOMED,Hypertensive heart and renal disease NOS,
Hypertension,89242004,SNOMED,Malignant secondary hypertension,
Hypertension,89242004,SNOMED,Secondary malignant hypertension NOS,
Hypertension,123799005,SNOMED,Renovascular hypertension,
Hypertension,161501007,SNOMED,H/O: hypertension,
Hypertension,162659009,SNOMED,Hypertension resolved,
Hypertension,162659009,SNOMED,Hypertension resolved,
Hypertension,169465000,SNOMED,Hypertension induced by oral contraceptive pill,
Hypertension,170574005,SNOMED,Yearly observation of borderline hypertension,
Hypertension,170577003,SNOMED,Good hypertension control,
Hypertension,170578008,SNOMED,Poor hypertension control,
Hypertension,170586008,SNOMED,Treatment for hypertension started,
Hypertension,170587004,SNOMED,Hypertensive treatment changed,
Hypertension,185724004,SNOMED,Hypertens.monitor deleted,
Hypertension,190507007,SNOMED,Conn's syndrome,
Hypertension,190507007,SNOMED,Conn's syndrome,
Hypertension,194767001,SNOMED,Benign hypertensive heart disease with congestive cardiac failure,
Hypertension,194779001,SNOMED,Hypertensive heart and renal disease with (congestive) heart failure,
Hypertension,194780003,SNOMED,Hypertensive heart and renal disease with renal failure,
Hypertension,194781004,SNOMED,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,
Hypertension,194783001,SNOMED,Secondary malignant renovascular hypertension,
Hypertension,194785008,SNOMED,Secondary benign hypertension,
Hypertension,194785008,SNOMED,Benign secondary hypertension,
Hypertension,194788005,SNOMED,Hypertension secondary to endocrine disorders,
Hypertension,194791005,SNOMED,Hypertension secondary to drug,
Hypertension,198997005,SNOMED,Pre-eclampsia or eclampsia with pre-existing hypertension,
Hypertension,198997005,SNOMED,Pre-eclampsia or eclampsia + pre-existing hypertension NOS,
Hypertension,199005000,SNOMED,"Pre-existing hypertension complicating pregnancy, childbirth and puerperium",
Hypertension,199006004,SNOMED,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",
Hypertension,199008003,SNOMED,"Pre-existing secondary hypertension complicating pregnancy, childbirth and puerperium",
Hypertension,275516004,SNOMED,Cardiomegaly - hypertensive,
Hypertension,293495006,SNOMED,Adverse reaction to other antihypertensives,
Hypertension,293495006,SNOMED,Antihypertensive adverse reaction,
Hypertension,293495006,SNOMED,"[X]Oth antihyperten drug caus advers eff in therap use, NEC",
Hypertension,293495006,SNOMED,[X] Adverse reaction to other antihypertensives,
Hypertension,293495006,SNOMED,[X] Adverse reaction to antihypertensives NOS,
Hypertension,302192008,SNOMED,On treatment for hypertension,
Hypertension,308116003,SNOMED,Antihypertensive therapy,
Hypertension,401047000,SNOMED,Hypertension treatment refused,
Hypertension,401048005,SNOMED,Hypertension six month review,
Hypertension,401117004,SNOMED,Moderate hypertension control,
Hypertension,401118009,SNOMED,Hypertension annual review,
Hypertension,407567007,SNOMED,Patient on maximal tolerated antihypertensive therapy,
Hypertension,2.20901E+14,SNOMED,High cost hypertension drugs,
Hypertension,2.99561E+14,SNOMED,Trial withdrawal of antihypertensive therapy,
Hypertrophic_Cardiomyopathy,I421,ICD10,Obstructive hypertrophic cardiomyopathy,
Hypertrophic_Cardiomyopathy,I422,ICD10,Other hypertrophic cardiomyopathy,
Hypertrophic_Cardiomyopathy,45227007,SNOMED,Hypertrophic obstructive cardiomyopathy,
Hypertrophic_Cardiomyopathy,195020003,SNOMED,Hypertrophic non-obstructive cardiomyopathy,
Hypertrophic_Cardiomyopathy,233873004,SNOMED,Hypertrophic cardiomyopathy,
Hypertrophy_of_nasal_turbinates,J342,ICD10,Deviated nasal septum,
Hypertrophy_of_nasal_turbinates,J343,ICD10,Hypertrophy of nasal turbinates,
Hypertrophy_of_nasal_turbinates,17467004,SNOMED,Hypertrophy of nasal turbinates,
Hypertrophy_of_nasal_turbinates,74808006,SNOMED,Acquired deviated nasal septum,
Hypopituitarism,E230,ICD10,Hypopituitarism,
Hypopituitarism,E231,ICD10,Drug-induced hypopituitarism,
Hypopituitarism,E236,ICD10,Other disorders of pituitary gland,
Hypopituitarism,E893,ICD10,Postprocedural hypopituitarism,
Hypopituitarism,B01,OPCS4,Excision of pituitary gland,
Hypopituitarism,B018,OPCS4,Other specified excision of pituitary gland,
Hypopituitarism,B019,OPCS4,Unspecified excision of pituitary gland,
Hypopituitarism,B02,OPCS4,Destruction of pituitary gland,
Hypopituitarism,2109003,SNOMED,Isolated growth hormone deficiency,
Hypopituitarism,3072001,SNOMED,Hormone-induced hypopituitarism,
Hypopituitarism,14289006,SNOMED,Myopathy due to hypopituitarism,
Hypopituitarism,14900002,SNOMED,Post-radiotherapy hypopituitarism,
Hypopituitarism,32390006,SNOMED,Panhypopituitarism,
Hypopituitarism,32390006,SNOMED,Other specified panhypopituitarism,
Hypopituitarism,32390006,SNOMED,Panhypopituitarism NOS,
Hypopituitarism,33927004,SNOMED,Hypogonadotropic hypogonadism,
Hypopituitarism,45369008,SNOMED,Diabetes insipidus - pituitary,
Hypopituitarism,51742006,SNOMED,Disorder of anterior pituitary,
Hypopituitarism,52699005,SNOMED,Excision of pituitary gland,
Hypopituitarism,52699005,SNOMED,Other specified excision of pituitary gland,
Hypopituitarism,52699005,SNOMED,Excision of pituitary gland NOS,
Hypopituitarism,74728003,SNOMED,Hypopituitarism,
Hypopituitarism,80599001,SNOMED,Isolated ACTH deficiency,
Hypopituitarism,82598004,SNOMED,TSH deficiency,
Hypopituitarism,83646004,SNOMED,Destruction of pituitary gland,
Hypopituitarism,86842008,SNOMED,Iatrogenic pituitary disorder,
Hypopituitarism,90182005,SNOMED,Post-hypophysectomy hypopituitarism,
Hypopituitarism,90182005,SNOMED,Surgically-induced hypopituitarism,
Hypopituitarism,93559003,SNOMED,Kallman's syndrome,
Hypopituitarism,190470005,SNOMED,Idiopathic panhypopituitarism,
Hypopituitarism,190471009,SNOMED,Post-birth injury panhypopituitarism,
Hypopituitarism,190472002,SNOMED,Postinfarction panhypopituitarism,
Hypopituitarism,205749001,SNOMED,Congenital absence of pituitary gland,
Hypopituitarism,237684005,SNOMED,Sheehan's syndrome,
Hypopituitarism,237692001,SNOMED,ACTH deficiency,
Hypopituitarism,237698002,SNOMED,Iatrogenic hypopituitarism,
Hypopituitarism,237701005,SNOMED,Pituitary apoplexy,
Hypopituitarism,237722004,SNOMED,Empty sella syndrome,
Hypopituitarism,271386001,SNOMED,Postinfective panhypopituitarism,
Hypopituitarism,367460001,SNOMED,Pituitary dwarfism,
Hypopituitarism,367460001,SNOMED,Other specified pituitary dwarfism,
Hypopituitarism,367460001,SNOMED,Pituitary dwarfism NOS,
Hypopituitarism,2.851E+12,SNOMED,Anterior pituitary hormone deficiency,
Hyposplenism,D730,ICD10,Hyposplenism,
Hyposplenism,D735,ICD10,Infarction of spleen,
Hyposplenism,D738,ICD10,Other diseases of spleen,
Hyposplenism,Q890,ICD10,Congenital malformations of spleen,
Hyposplenism,J69,OPCS4,Total excision of spleen,
Hyposplenism,J692,OPCS4,Total splenectomy,
Hyposplenism,J698,OPCS4,Other specified total excision of spleen,
Hyposplenism,J699,OPCS4,Unspecified total excision of spleen,
Hyposplenism,J70,OPCS4,Other excision of spleen,
Hyposplenism,J708,OPCS4,Other specified other excision of spleen,
Hyposplenism,J709,OPCS4,Unspecified other excision of spleen,
Hyposplenism,22996003,SNOMED,Infarction of spleen,
Hyposplenism,23761004,SNOMED,Hyposplenism,
Hyposplenism,43325004,SNOMED,Non-traumatic rupture of spleen,
Hyposplenism,56338005,SNOMED,Splenic fibrosis,
Hyposplenism,82893001,SNOMED,Splenic atrophy,
Hyposplenism,161626009,SNOMED,H/O splenectomy,
Hyposplenism,174776001,SNOMED,Total excision of spleen,
Hyposplenism,174776001,SNOMED,Total splenectomy,
Hyposplenism,174776001,SNOMED,Total splenectomy,
Hyposplenism,174776001,SNOMED,Other specified total excision of spleen,
Hyposplenism,174776001,SNOMED,Total excision of spleen NOS,
Hyposplenism,205735005,SNOMED,Hypoplasia of spleen,
Hyposplenism,234319005,SNOMED,Splenectomy,
Hyposplenism,234319005,SNOMED,Other excision of spleen,
Hyposplenism,234319005,SNOMED,Other specified other excision of spleen,
Hyposplenism,234319005,SNOMED,Other excision of spleen NOS,
Hyposplenism,300564004,SNOMED,Spleen absent,
Hyposplenism,314118002,SNOMED,Laparoscopic total splenectomy,
Hyposplenism,707147002,SNOMED,Asplenia,
Immunodeficiencies,D80,ICD10,Immunodeficiency with predominantly antibody defects,
Immunodeficiencies,D800,ICD10,Hereditary hypogammaglobulinaemia,
Immunodeficiencies,D801,ICD10,Nonfamilial hypogammaglobulinaemia,
Immunodeficiencies,D802,ICD10,Selective deficiency of immunoglobulin A [IgA],
Immunodeficiencies,D803,ICD10,Selective deficiency of immunoglobulin G [IgG] subclasses,
Immunodeficiencies,D804,ICD10,Selective deficiency of immunoglobulin M [IgM],
Immunodeficiencies,D805,ICD10,Immunodeficiency with increased immunoglobulin M [IgM],
Immunodeficiencies,D808,ICD10,Other immunodeficiencies with predominantly antibody defects,
Immunodeficiencies,D809,ICD10,"Immunodeficiency with predominantly antibody defects, unspecified",
Immunodeficiencies,D80X,ICD10,Immunodeficiency with predominantly antibody defects,
Immunodeficiencies,D81,ICD10,Combined immunodeficiencies,
Immunodeficiencies,D810,ICD10,Severe combined immunodeficiency [SCID] with reticular dysgenesis,
Immunodeficiencies,D813,ICD10,Adenosine deaminase [ADA] deficiency,
Immunodeficiencies,D815,ICD10,Purine nucleoside phosphorylase [PNP] deficiency,
Immunodeficiencies,D816,ICD10,Major histocompatibility complex class I deficiency,
Immunodeficiencies,D817,ICD10,Major histocompatibility complex class II deficiency,
Immunodeficiencies,D818,ICD10,Other combined immunodeficiencies,
Immunodeficiencies,D819,ICD10,"Combined immunodeficiency, unspecified",
Immunodeficiencies,D81X,ICD10,Combined immunodeficiencies,
Immunodeficiencies,D82,ICD10,Immunodeficiency associated with other major defects,
Immunodeficiencies,D820,ICD10,Wiskott-Aldrich syndrome,
Immunodeficiencies,D821,ICD10,Di George syndrome,
Immunodeficiencies,D822,ICD10,Immunodeficiency with short-limbed stature,
Immunodeficiencies,D824,ICD10,Hyperimmunoglobulin E [IgE] syndrome,
Immunodeficiencies,D82X,ICD10,Immunodeficiency associated with other major defects,
Immunodeficiencies,D83,ICD10,Common variable immunodeficiency,
Immunodeficiencies,D838,ICD10,Other common variable immunodeficiencies,
Immunodeficiencies,D839,ICD10,"Common variable immunodeficiency, unspecified",
Immunodeficiencies,D83X,ICD10,Common variable immunodeficiency,
Immunodeficiencies,D840,ICD10,Lymphocyte function antigen-1 [LFA-1] defect,
Immunodeficiencies,D848,ICD10,Other specified immunodeficiencies,
Immunodeficiencies,D849,ICD10,Immunodeficiency,
Immunodeficiencies,D849,ICD10,"Immunodeficiency, unspecified",
Immunodeficiencies,23238000,SNOMED,Common variable immunodeficiency,
Immunodeficiencies,23238000,SNOMED,Common variable immunodeficiency,
Immunodeficiencies,25109007,SNOMED,Immunodeficiency with short-limbed stature,
Immunodeficiencies,31323000,SNOMED,Combined immunity deficiency,
Immunodeficiencies,31323000,SNOMED,Severe combined immunodeficiency,
Immunodeficiencies,31323000,SNOMED,Combined immunity deficiency NOS,
Immunodeficiencies,36070007,SNOMED,Wiskott-Aldrich syndrome,
Immunodeficiencies,36070007,SNOMED,Thrombocytopenic eczema with immunodeficiency,
Immunodeficiencies,44940001,SNOMED,Adenosine deaminase deficiency,
Immunodeficiencies,50926003,SNOMED,Hyperimmunoglobulin E syndrome,
Immunodeficiencies,60743005,SNOMED,Purine nucleoside phosphorylase deficiency,
Immunodeficiencies,65880007,SNOMED,Bruton's agammaglobulinaemia,
Immunodeficiencies,65880007,SNOMED,X-linked agammaglobulinaemia,
Immunodeficiencies,82286005,SNOMED,Immunodeficiency with IgM hypergammaglobulinaemia,
Immunodeficiencies,88714009,SNOMED,Transient infant hypogammaglobulinaemia,
Immunodeficiencies,103075007,SNOMED,Dysimmunoglobulinaemia NEC,
Immunodeficiencies,103075007,SNOMED,Dysgammaglobulinaemia NEC,
Immunodeficiencies,103075007,SNOMED,Other specified deficiency of humoral immunity,
Immunodeficiencies,103075007,SNOMED,Deficiency of humoral immunity NOS,
Immunodeficiencies,119249001,SNOMED,Agammaglobulinaemia,
Immunodeficiencies,119249001,SNOMED,Agammaglobulinaemia NEC,
Immunodeficiencies,119250001,SNOMED,Hypogammaglobulinaemia,
Immunodeficiencies,190979003,SNOMED,Selective IgA immunodeficiency,
